,datetime,registered,casual,season,holiday,workingday,weather,atemp,hour,year,sunindicator
53,2011-01-03 08:00:00,153,1,1,0,1,1,6.06,8,2011,1
54,2011-01-03 09:00:00,81,7,1,0,1,1,6.82,9,2011,1
55,2011-01-03 10:00:00,33,11,1,0,1,1,8.335,10,2011,1
56,2011-01-03 11:00:00,41,10,1,0,1,1,9.09,11,2011,1
57,2011-01-03 12:00:00,48,13,1,0,1,1,10.605,12,2011,1
58,2011-01-03 13:00:00,53,8,1,0,1,1,10.605,13,2011,1
59,2011-01-03 14:00:00,66,11,1,0,1,1,12.12,14,2011,1
60,2011-01-03 15:00:00,58,14,1,0,1,1,12.12,15,2011,1
61,2011-01-03 16:00:00,67,9,1,0,1,1,12.12,16,2011,1
62,2011-01-03 17:00:00,146,11,1,0,1,1,11.365,17,2011,1
63,2011-01-03 18:00:00,148,9,1,0,1,1,12.88,18,2011,0
64,2011-01-03 19:00:00,102,8,1,0,1,1,12.88,19,2011,0
65,2011-01-03 20:00:00,49,3,1,0,1,1,11.365,20,2011,0
66,2011-01-03 21:00:00,49,3,1,0,1,1,9.85,21,2011,0
67,2011-01-03 22:00:00,20,0,1,0,1,1,7.575,22,2011,0
68,2011-01-03 23:00:00,11,1,1,0,1,1,10.605,23,2011,0
69,2011-01-04 00:00:00,5,0,1,0,1,1,9.09,0,2011,0
70,2011-01-04 01:00:00,2,0,1,0,1,1,9.09,1,2011,0
71,2011-01-04 02:00:00,1,0,1,0,1,1,7.575,2,2011,0
72,2011-01-04 04:00:00,2,0,1,0,1,1,9.09,4,2011,0
73,2011-01-04 05:00:00,4,0,1,0,1,1,7.575,5,2011,0
74,2011-01-04 06:00:00,36,0,1,0,1,1,7.575,6,2011,0
75,2011-01-04 07:00:00,92,2,1,0,1,1,7.575,7,2011,1
76,2011-01-04 08:00:00,177,2,1,0,1,1,7.575,8,2011,1
77,2011-01-04 09:00:00,98,2,1,0,1,1,7.575,9,2011,1
78,2011-01-04 10:00:00,37,5,1,0,1,2,6.82,10,2011,1
79,2011-01-04 11:00:00,50,7,1,0,1,1,10.605,11,2011,1
80,2011-01-04 12:00:00,66,12,1,0,1,1,11.365,12,2011,1
81,2011-01-04 13:00:00,79,18,1,0,1,1,11.365,13,2011,1
82,2011-01-04 14:00:00,54,9,1,0,1,1,12.88,14,2011,1
83,2011-01-04 15:00:00,48,17,1,0,1,1,13.635,15,2011,1
84,2011-01-04 16:00:00,68,15,1,0,1,1,14.395,16,2011,1
85,2011-01-04 17:00:00,202,10,1,0,1,1,13.635,17,2011,1
86,2011-01-04 18:00:00,179,3,1,0,1,1,12.88,18,2011,0
87,2011-01-04 19:00:00,110,2,1,0,1,1,12.88,19,2011,0
88,2011-01-04 20:00:00,53,1,1,0,1,1,12.88,20,2011,0
89,2011-01-04 21:00:00,48,0,1,0,1,1,13.635,21,2011,0
90,2011-01-04 22:00:00,34,1,1,0,1,1,12.88,22,2011,0
91,2011-01-04 23:00:00,9,2,1,0,1,1,11.365,23,2011,0
92,2011-01-05 00:00:00,6,0,1,0,1,1,12.88,0,2011,0
93,2011-01-05 01:00:00,6,0,1,0,1,1,9.85,1,2011,0
94,2011-01-05 02:00:00,2,0,1,0,1,1,9.85,2,2011,0
95,2011-01-05 04:00:00,2,0,1,0,1,1,11.365,4,2011,0
96,2011-01-05 05:00:00,3,0,1,0,1,1,11.365,5,2011,0
97,2011-01-05 06:00:00,33,0,1,0,1,1,9.85,6,2011,0
98,2011-01-05 07:00:00,87,1,1,0,1,1,9.09,7,2011,1
99,2011-01-05 08:00:00,192,3,1,0,1,1,9.09,8,2011,1
100,2011-01-05 09:00:00,109,6,1,0,1,1,9.85,9,2011,1
101,2011-01-05 10:00:00,53,4,1,0,1,1,9.85,10,2011,1
102,2011-01-05 11:00:00,34,12,1,0,1,1,11.365,11,2011,1
103,2011-01-05 12:00:00,74,5,1,0,1,1,11.365,12,2011,1
104,2011-01-05 13:00:00,65,6,1,0,1,1,12.88,13,2011,1
105,2011-01-05 14:00:00,52,10,1,0,1,1,14.395,14,2011,1
106,2011-01-05 15:00:00,55,7,1,0,1,1,14.395,15,2011,1
107,2011-01-05 16:00:00,85,4,1,0,1,1,15.91,16,2011,1
108,2011-01-05 17:00:00,186,4,1,0,1,1,11.365,17,2011,1
109,2011-01-05 18:00:00,166,3,1,0,1,1,12.12,18,2011,0
110,2011-01-05 19:00:00,127,5,1,0,1,1,12.88,19,2011,0
111,2011-01-05 20:00:00,82,7,1,0,1,1,11.365,20,2011,0
112,2011-01-05 21:00:00,40,3,1,0,1,1,9.85,21,2011,0
113,2011-01-05 22:00:00,41,1,1,0,1,1,9.85,22,2011,0
114,2011-01-05 23:00:00,18,1,1,0,1,1,12.88,23,2011,0
115,2011-01-06 00:00:00,11,0,1,0,1,1,12.12,0,2011,0
116,2011-01-06 01:00:00,4,0,1,0,1,1,11.365,1,2011,0
117,2011-01-06 02:00:00,2,0,1,0,1,1,11.365,2,2011,0
118,2011-01-06 04:00:00,1,0,1,0,1,2,9.85,4,2011,0
119,2011-01-06 05:00:00,4,0,1,0,1,2,9.09,5,2011,0
120,2011-01-06 06:00:00,36,0,1,0,1,2,8.335,6,2011,0
121,2011-01-06 07:00:00,95,0,1,0,1,2,11.365,7,2011,1
122,2011-01-06 08:00:00,216,3,1,0,1,1,11.365,8,2011,1
123,2011-01-06 09:00:00,116,6,1,0,1,2,12.12,9,2011,1
124,2011-01-06 10:00:00,42,3,1,0,1,1,12.88,10,2011,1
125,2011-01-06 11:00:00,57,2,1,0,1,1,12.88,11,2011,1
126,2011-01-06 12:00:00,78,6,1,0,1,1,14.395,12,2011,1
127,2011-01-06 13:00:00,55,12,1,0,1,1,13.635,13,2011,1
128,2011-01-06 14:00:00,59,11,1,0,1,1,13.635,14,2011,1
129,2011-01-06 15:00:00,54,8,1,0,1,1,13.635,15,2011,1
130,2011-01-06 16:00:00,74,12,1,0,1,1,12.88,16,2011,1
131,2011-01-06 17:00:00,163,9,1,0,1,1,11.365,17,2011,1
132,2011-01-06 18:00:00,158,5,1,0,1,1,11.365,18,2011,0
133,2011-01-06 19:00:00,109,3,1,0,1,1,12.88,19,2011,0
134,2011-01-06 20:00:00,66,3,1,0,1,1,10.605,20,2011,0
135,2011-01-06 21:00:00,48,0,1,0,1,2,10.605,21,2011,0
136,2011-01-06 22:00:00,51,1,1,0,1,2,10.605,22,2011,0
137,2011-01-06 23:00:00,19,4,1,0,1,2,9.85,23,2011,0
138,2011-01-07 00:00:00,13,4,1,0,1,2,9.85,0,2011,0
139,2011-01-07 01:00:00,5,2,1,0,1,2,9.85,1,2011,0
140,2011-01-07 02:00:00,1,0,1,0,1,2,9.85,2,2011,0
141,2011-01-07 04:00:00,1,0,1,0,1,2,10.605,4,2011,0
142,2011-01-07 05:00:00,5,0,1,0,1,3,13.635,5,2011,0
143,2011-01-07 06:00:00,26,8,1,0,1,2,12.88,6,2011,0
144,2011-01-07 07:00:00,76,8,1,0,1,1,10.605,7,2011,1
145,2011-01-07 08:00:00,190,20,1,0,1,1,9.85,8,2011,1
146,2011-01-07 09:00:00,125,9,1,0,1,1,9.09,9,2011,1
147,2011-01-07 10:00:00,47,16,1,0,1,1,9.85,10,2011,1
148,2011-01-07 11:00:00,48,19,1,0,1,2,9.85,11,2011,1
149,2011-01-07 12:00:00,50,9,1,0,1,2,9.85,12,2011,1
150,2011-01-07 13:00:00,64,9,1,0,1,2,9.09,13,2011,1
151,2011-01-07 14:00:00,43,7,1,0,1,2,9.85,14,2011,1
152,2011-01-07 15:00:00,63,9,1,0,1,2,10.605,15,2011,1
153,2011-01-07 16:00:00,82,5,1,0,1,2,10.605,16,2011,1
154,2011-01-07 17:00:00,178,9,1,0,1,2,12.88,17,2011,1
155,2011-01-07 18:00:00,116,7,1,0,1,1,11.365,18,2011,0
156,2011-01-07 19:00:00,92,3,1,0,1,1,9.85,19,2011,0
157,2011-01-07 20:00:00,50,1,1,0,1,1,10.605,20,2011,0
158,2011-01-07 21:00:00,39,0,1,0,1,1,9.85,21,2011,0
159,2011-01-07 22:00:00,34,2,1,0,1,2,9.85,22,2011,0
160,2011-01-07 23:00:00,14,1,1,0,1,2,9.85,23,2011,0
161,2011-01-08 00:00:00,24,1,1,0,0,2,9.85,0,2011,0
162,2011-01-08 01:00:00,15,1,1,0,0,2,10.605,1,2011,0
163,2011-01-08 02:00:00,13,3,1,0,0,2,12.12,2,2011,0
164,2011-01-08 03:00:00,7,0,1,0,0,3,9.85,3,2011,0
165,2011-01-08 04:00:00,1,0,1,0,0,3,9.85,4,2011,0
166,2011-01-08 05:00:00,5,0,1,0,0,2,8.335,5,2011,0
167,2011-01-08 06:00:00,2,0,1,0,0,2,8.335,6,2011,0
168,2011-01-08 07:00:00,8,1,1,0,0,2,9.09,7,2011,1
169,2011-01-08 08:00:00,15,0,1,0,0,3,9.09,8,2011,1
170,2011-01-08 09:00:00,20,0,1,0,0,3,9.09,9,2011,1
171,2011-01-08 10:00:00,56,5,1,0,0,2,9.85,10,2011,1
172,2011-01-08 11:00:00,60,2,1,0,0,2,9.09,11,2011,1
173,2011-01-08 12:00:00,90,8,1,0,0,2,9.09,12,2011,1
174,2011-01-08 13:00:00,95,7,1,0,0,1,9.09,13,2011,1
175,2011-01-08 14:00:00,83,12,1,0,0,1,8.335,14,2011,1
176,2011-01-08 15:00:00,69,5,1,0,0,1,8.335,15,2011,1
177,2011-01-08 16:00:00,68,8,1,0,0,1,6.82,16,2011,1
178,2011-01-08 17:00:00,64,5,1,0,0,1,6.06,17,2011,1
179,2011-01-08 18:00:00,52,3,1,0,0,1,6.06,18,2011,0
180,2011-01-08 19:00:00,26,4,1,0,0,1,6.06,19,2011,0
181,2011-01-08 20:00:00,28,0,1,0,0,1,6.06,20,2011,0
182,2011-01-08 21:00:00,35,2,1,0,0,1,5.305,21,2011,0
183,2011-01-08 22:00:00,33,1,1,0,0,1,5.305,22,2011,0
184,2011-01-08 23:00:00,22,0,1,0,0,1,3.03,23,2011,0
185,2011-01-09 00:00:00,24,1,1,0,0,1,3.79,0,2011,0
186,2011-01-09 01:00:00,12,0,1,0,0,1,3.03,1,2011,0
187,2011-01-09 02:00:00,11,0,1,0,0,1,3.03,2,2011,0
188,2011-01-09 03:00:00,4,0,1,0,0,1,3.79,3,2011,0
189,2011-01-09 04:00:00,1,0,1,0,0,1,4.545,4,2011,0
190,2011-01-09 05:00:00,1,0,1,0,0,1,4.545,5,2011,0
191,2011-01-09 06:00:00,1,0,1,0,0,1,4.545,6,2011,0
192,2011-01-09 07:00:00,5,1,1,0,0,1,4.545,7,2011,1
193,2011-01-09 08:00:00,10,0,1,0,0,1,4.545,8,2011,1
194,2011-01-09 09:00:00,19,0,1,0,0,1,3.79,9,2011,1
195,2011-01-09 10:00:00,49,0,1,0,0,1,5.305,10,2011,1
196,2011-01-09 11:00:00,47,2,1,0,0,1,6.06,11,2011,1
197,2011-01-09 12:00:00,79,4,1,0,0,1,6.82,12,2011,1
198,2011-01-09 13:00:00,69,6,1,0,0,1,8.335,13,2011,1
199,2011-01-09 14:00:00,64,8,1,0,0,1,9.09,14,2011,1
200,2011-01-09 15:00:00,77,5,1,0,0,1,9.85,15,2011,1
201,2011-01-09 16:00:00,79,13,1,0,0,1,8.335,16,2011,1
202,2011-01-09 17:00:00,59,3,1,0,0,1,7.575,17,2011,1
203,2011-01-09 18:00:00,44,4,1,0,0,1,6.82,18,2011,0
204,2011-01-09 19:00:00,40,1,1,0,0,1,6.82,19,2011,0
205,2011-01-09 20:00:00,38,0,1,0,0,1,6.06,20,2011,0
206,2011-01-09 21:00:00,19,1,1,0,0,1,5.305,21,2011,0
207,2011-01-09 22:00:00,10,5,1,0,0,1,6.06,22,2011,0
208,2011-01-09 23:00:00,6,0,1,0,0,1,6.82,23,2011,0
209,2011-01-10 00:00:00,3,2,1,0,1,1,6.06,0,2011,0
210,2011-01-10 01:00:00,0,1,1,0,1,1,6.06,1,2011,0
211,2011-01-10 02:00:00,3,0,1,0,1,1,6.06,2,2011,0
212,2011-01-10 03:00:00,1,0,1,0,1,1,6.06,3,2011,0
213,2011-01-10 04:00:00,2,1,1,0,1,1,6.06,4,2011,0
214,2011-01-10 05:00:00,3,0,1,0,1,1,5.305,5,2011,0
215,2011-01-10 06:00:00,31,0,1,0,1,1,6.06,6,2011,0
216,2011-01-10 07:00:00,75,2,1,0,1,1,6.06,7,2011,1
217,2011-01-10 08:00:00,184,4,1,0,1,2,6.06,8,2011,1
218,2011-01-10 09:00:00,92,2,1,0,1,2,6.06,9,2011,1
219,2011-01-10 10:00:00,31,0,1,0,1,2,6.06,10,2011,1
220,2011-01-10 11:00:00,28,2,1,0,1,2,6.82,11,2011,1
221,2011-01-10 12:00:00,47,5,1,0,1,2,9.09,12,2011,1
222,2011-01-10 13:00:00,50,4,1,0,1,2,9.09,13,2011,1
223,2011-01-10 14:00:00,47,0,1,0,1,2,9.85,14,2011,1
224,2011-01-10 15:00:00,43,2,1,0,1,2,9.85,15,2011,1
225,2011-01-10 16:00:00,70,4,1,0,1,1,10.605,16,2011,1
226,2011-01-10 17:00:00,174,4,1,0,1,1,11.365,17,2011,1
227,2011-01-10 18:00:00,154,1,1,0,1,1,9.85,18,2011,0
228,2011-01-10 19:00:00,92,3,1,0,1,1,8.335,19,2011,0
229,2011-01-10 20:00:00,73,1,1,0,1,1,8.335,20,2011,0
230,2011-01-10 21:00:00,37,1,1,0,1,1,6.82,21,2011,0
231,2011-01-10 22:00:00,22,2,1,0,1,1,7.575,22,2011,0
232,2011-01-10 23:00:00,18,0,1,0,1,1,7.575,23,2011,0
233,2011-01-11 00:00:00,10,2,1,0,1,1,8.335,0,2011,0
234,2011-01-11 01:00:00,3,0,1,0,1,1,7.575,1,2011,0
235,2011-01-11 02:00:00,3,0,1,0,1,2,7.575,2,2011,0
236,2011-01-11 05:00:00,6,0,1,0,1,2,9.09,5,2011,0
237,2011-01-11 06:00:00,27,0,1,0,1,2,9.09,6,2011,0
238,2011-01-11 07:00:00,97,2,1,0,1,2,11.365,7,2011,1
239,2011-01-11 08:00:00,214,3,1,0,1,2,10.605,8,2011,1
240,2011-01-11 09:00:00,127,3,1,0,1,2,9.85,9,2011,1
241,2011-01-11 10:00:00,51,3,1,0,1,2,10.605,10,2011,1
242,2011-01-11 11:00:00,31,4,1,0,1,2,10.605,11,2011,1
243,2011-01-11 12:00:00,55,2,1,0,1,2,11.365,12,2011,1
244,2011-01-11 13:00:00,46,6,1,0,1,2,11.365,13,2011,1
245,2011-01-11 14:00:00,60,3,1,0,1,2,11.365,14,2011,1
246,2011-01-11 15:00:00,45,2,1,0,1,2,9.85,15,2011,1
247,2011-01-11 16:00:00,72,4,1,0,1,2,7.575,16,2011,1
248,2011-01-11 17:00:00,130,6,1,0,1,2,7.575,17,2011,1
249,2011-01-11 18:00:00,94,1,1,0,1,3,9.09,18,2011,0
250,2011-01-11 19:00:00,51,0,1,0,1,3,11.365,19,2011,0
251,2011-01-11 20:00:00,32,0,1,0,1,3,7.575,20,2011,0
252,2011-01-11 21:00:00,20,0,1,0,1,3,9.85,21,2011,0
253,2011-01-11 22:00:00,28,1,1,0,1,3,9.09,22,2011,0
254,2011-01-11 23:00:00,18,1,1,0,1,3,9.85,23,2011,0
255,2011-01-12 00:00:00,7,0,1,0,1,2,9.85,0,2011,0
256,2011-01-12 01:00:00,6,0,1,0,1,2,9.09,1,2011,0
257,2011-01-12 02:00:00,1,0,1,0,1,1,7.575,2,2011,0
258,2011-01-12 05:00:00,5,0,1,0,1,1,7.575,5,2011,0
259,2011-01-12 06:00:00,16,0,1,0,1,1,7.575,6,2011,0
260,2011-01-12 07:00:00,54,0,1,0,1,1,7.575,7,2011,1
261,2011-01-12 08:00:00,125,3,1,0,1,1,8.335,8,2011,1
262,2011-01-12 09:00:00,78,3,1,0,1,1,6.82,9,2011,1
263,2011-01-12 10:00:00,39,0,1,0,1,1,9.09,10,2011,1
264,2011-01-12 11:00:00,32,3,1,0,1,1,9.09,11,2011,1
265,2011-01-12 12:00:00,52,3,1,0,1,1,7.575,12,2011,1
266,2011-01-12 13:00:00,49,0,1,0,1,1,9.85,13,2011,1
267,2011-01-12 14:00:00,44,0,1,0,1,1,9.09,14,2011,1
268,2011-01-12 15:00:00,48,1,1,0,1,1,8.335,15,2011,1
269,2011-01-12 16:00:00,63,5,1,0,1,1,9.85,16,2011,1
270,2011-01-12 17:00:00,139,0,1,0,1,1,9.09,17,2011,1
271,2011-01-12 18:00:00,135,2,1,0,1,1,7.575,18,2011,0
272,2011-01-12 19:00:00,82,1,1,0,1,1,7.575,19,2011,0
273,2011-01-12 20:00:00,54,2,1,0,1,1,6.82,20,2011,0
274,2011-01-12 21:00:00,57,0,1,0,1,1,6.82,21,2011,0
275,2011-01-12 22:00:00,32,1,1,0,1,1,6.06,22,2011,0
276,2011-01-12 23:00:00,19,1,1,0,1,1,5.305,23,2011,0
277,2011-01-13 00:00:00,6,1,1,0,1,1,6.06,0,2011,0
278,2011-01-13 01:00:00,2,0,1,0,1,1,6.06,1,2011,0
279,2011-01-13 02:00:00,2,0,1,0,1,1,6.06,2,2011,0
280,2011-01-13 03:00:00,3,0,1,0,1,1,6.06,3,2011,0
281,2011-01-13 04:00:00,4,0,1,0,1,1,6.06,4,2011,0
282,2011-01-13 05:00:00,3,0,1,0,1,1,6.06,5,2011,0
283,2011-01-13 06:00:00,28,0,1,0,1,1,7.575,6,2011,0
284,2011-01-13 07:00:00,72,0,1,0,1,1,7.575,7,2011,1
285,2011-01-13 08:00:00,197,5,1,0,1,1,6.82,8,2011,1
286,2011-01-13 09:00:00,137,2,1,0,1,1,6.06,9,2011,1
287,2011-01-13 10:00:00,36,2,1,0,1,2,6.82,10,2011,1
288,2011-01-13 11:00:00,33,4,1,0,1,2,8.335,11,2011,1
289,2011-01-13 12:00:00,49,3,1,0,1,1,8.335,12,2011,1
290,2011-01-13 13:00:00,81,2,1,0,1,1,9.85,13,2011,1
291,2011-01-13 14:00:00,39,3,1,0,1,1,9.85,14,2011,1
292,2011-01-13 15:00:00,55,5,1,0,1,1,10.605,15,2011,1
293,2011-01-13 16:00:00,76,2,1,0,1,1,10.605,16,2011,1
294,2011-01-13 17:00:00,158,4,1,0,1,1,9.09,17,2011,1
295,2011-01-13 18:00:00,141,3,1,0,1,1,9.09,18,2011,0
296,2011-01-13 19:00:00,98,1,1,0,1,1,7.575,19,2011,0
297,2011-01-13 20:00:00,64,0,1,0,1,1,7.575,20,2011,0
298,2011-01-13 21:00:00,40,0,1,0,1,1,6.06,21,2011,0
299,2011-01-13 22:00:00,30,0,1,0,1,1,6.06,22,2011,0
300,2011-01-13 23:00:00,14,1,1,0,1,1,6.82,23,2011,0
301,2011-01-14 00:00:00,14,0,1,0,1,1,6.82,0,2011,0
302,2011-01-14 01:00:00,5,0,1,0,1,1,6.06,1,2011,0
303,2011-01-14 02:00:00,1,0,1,0,1,1,6.06,2,2011,0
304,2011-01-14 03:00:00,1,0,1,0,1,1,6.82,3,2011,0
305,2011-01-14 05:00:00,8,0,1,0,1,1,6.82,5,2011,0
306,2011-01-14 06:00:00,17,0,1,0,1,1,9.09,6,2011,0
307,2011-01-14 07:00:00,70,0,1,0,1,1,6.06,7,2011,1
308,2011-01-14 08:00:00,156,2,1,0,1,1,8.335,8,2011,1
309,2011-01-14 09:00:00,117,0,1,0,1,1,7.575,9,2011,1
310,2011-01-14 10:00:00,40,4,1,0,1,1,9.09,10,2011,1
311,2011-01-14 11:00:00,47,6,1,0,1,1,8.335,11,2011,1
312,2011-01-14 12:00:00,59,2,1,0,1,1,9.85,12,2011,1
313,2011-01-14 13:00:00,73,4,1,0,1,1,9.85,13,2011,1
314,2011-01-14 14:00:00,59,5,1,0,1,1,10.605,14,2011,1
315,2011-01-14 15:00:00,59,9,1,0,1,1,12.12,15,2011,1
316,2011-01-14 16:00:00,87,3,1,0,1,1,12.12,16,2011,1
317,2011-01-14 17:00:00,155,4,1,0,1,1,11.365,17,2011,1
318,2011-01-14 18:00:00,134,5,1,0,1,1,12.88,18,2011,0
319,2011-01-14 19:00:00,89,3,1,0,1,1,9.85,19,2011,0
320,2011-01-14 20:00:00,68,0,1,0,1,1,12.12,20,2011,0
321,2011-01-14 21:00:00,48,4,1,0,1,1,11.365,21,2011,0
322,2011-01-14 22:00:00,34,2,1,0,1,2,11.365,22,2011,0
323,2011-01-14 23:00:00,26,1,1,0,1,2,12.12,23,2011,0
324,2011-01-15 00:00:00,25,3,1,0,0,1,12.12,0,2011,0
325,2011-01-15 01:00:00,18,2,1,0,0,2,9.85,1,2011,0
326,2011-01-15 02:00:00,12,0,1,0,0,2,9.85,2,2011,0
327,2011-01-15 03:00:00,7,1,1,0,0,2,11.365,3,2011,0
328,2011-01-15 04:00:00,5,0,1,0,0,2,11.365,4,2011,0
329,2011-01-15 05:00:00,1,0,1,0,0,1,11.365,5,2011,0
330,2011-01-15 06:00:00,2,1,1,0,0,1,8.335,6,2011,0
331,2011-01-15 07:00:00,9,1,1,0,0,1,10.605,7,2011,1
332,2011-01-15 08:00:00,22,1,1,0,0,1,7.575,8,2011,1
333,2011-01-15 09:00:00,31,2,1,0,0,1,9.09,9,2011,1
334,2011-01-15 10:00:00,57,2,1,0,0,1,9.85,10,2011,1
335,2011-01-15 11:00:00,54,18,1,0,0,1,9.85,11,2011,1
336,2011-01-15 12:00:00,74,15,1,0,0,1,11.365,12,2011,1
337,2011-01-15 13:00:00,80,21,1,0,0,1,12.88,13,2011,1
338,2011-01-15 14:00:00,92,26,1,0,0,1,14.395,14,2011,1
339,2011-01-15 15:00:00,108,21,1,0,0,2,15.91,15,2011,1
340,2011-01-15 16:00:00,95,33,1,0,0,2,16.665,16,2011,1
341,2011-01-15 17:00:00,54,29,1,0,0,2,15.15,17,2011,1
342,2011-01-15 18:00:00,69,15,1,0,0,2,14.395,18,2011,0
343,2011-01-15 19:00:00,60,14,1,0,0,2,15.15,19,2011,0
344,2011-01-15 20:00:00,35,6,1,0,0,2,15.15,20,2011,0
345,2011-01-15 21:00:00,51,6,1,0,0,2,15.15,21,2011,0
346,2011-01-15 22:00:00,26,0,1,0,0,2,15.91,22,2011,0
347,2011-01-15 23:00:00,39,5,1,0,0,1,14.395,23,2011,0
348,2011-01-16 00:00:00,33,6,1,0,0,1,15.15,0,2011,0
349,2011-01-16 01:00:00,19,4,1,0,0,1,13.635,1,2011,0
350,2011-01-16 02:00:00,13,3,1,0,0,1,14.395,2,2011,0
351,2011-01-16 03:00:00,6,9,1,0,0,1,13.635,3,2011,0
352,2011-01-16 04:00:00,1,0,1,0,0,1,12.88,4,2011,0
353,2011-01-16 05:00:00,1,1,1,0,0,2,12.88,5,2011,0
354,2011-01-16 06:00:00,1,0,1,0,0,2,12.88,6,2011,0
355,2011-01-16 07:00:00,3,0,1,0,0,2,10.605,7,2011,1
356,2011-01-16 08:00:00,18,0,1,0,0,1,10.605,8,2011,1
357,2011-01-16 09:00:00,29,3,1,0,0,1,10.605,9,2011,1
358,2011-01-16 10:00:00,71,8,1,0,0,1,10.605,10,2011,1
359,2011-01-16 11:00:00,70,23,1,0,0,1,11.365,11,2011,1
360,2011-01-16 12:00:00,75,29,1,0,0,1,10.605,12,2011,1
361,2011-01-16 13:00:00,95,23,1,0,0,1,11.365,13,2011,1
362,2011-01-16 14:00:00,69,22,1,0,0,1,13.635,14,2011,1
363,2011-01-16 15:00:00,78,35,1,0,0,1,12.12,15,2011,1
364,2011-01-16 16:00:00,77,22,1,0,0,1,11.365,16,2011,1
365,2011-01-16 17:00:00,82,23,1,0,0,1,10.605,17,2011,1
